Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
FairFieldJuniorSchoolWatfordRoad,Fair Field Junior School,Academy Converter,Primary,Watford Road,Open,Mixed,Hertsmere,-0.333992,51.6805
FairchildesPrimarySchoolFairchildesAvenue,Fairchildes Primary School,Academy Converter,Primary,Fairchildes Avenue,Open,Mixed,Croydon,-0.0021794,51.3345985
FairfieldsPrimarySchoolAndNurseryRosedaleWay,Fairfields Primary School And Nursery,Community School,Primary,Rosedale Way,Open,Mixed,Broxbourne,-0.0587122,51.714901
FairholmePrimarySchoolPeacockAvenue,Fairholme Primary School,Community School,Primary,Peacock Avenue,Open,Mixed,Hounslow,-0.434481,51.4477005
FairlawnPrimarySchoolHonorOakRoad,Fairlawn Primary School,Community School,Primary,Honor Oak Road,Open,Mixed,Lewisham,-0.0545324,51.4472008
FairleyHouseSchool30CaustonStreet,Fairley House School,Other Independent Special School,Not applicable,30 Causton Street,Open,Mixed,Westminster,-0.131526,51.4905014
FairlopPrimarySchoolColvinGardens,Fairlop Primary School,Community School,Primary,Colvin Gardens,Open,Mixed,Redbridge,0.0804989,51.5998001
FairwayPrimarySchoolAndChildren'sCentreTheFairway,Fairway Primary School And Children's Centre,Community School,Primary,The Fairway,Open,Mixed,Barnet,-0.256982,51.6273003
FalconbrookPrimarySchoolWyeStreet,Falconbrook Primary School,Community School,Primary,Wye Street,Open,Mixed,Wandsworth,-0.174726,51.4684982
FalconerSchoolFalconerRoad,Falconer School,Community Special School,Not applicable,Falconer Road,Open,Boys,Hertsmere,-0.368265,51.6469002
FalconsPreparatorySchoolForBoys41KewFootRoad,Falcons Preparatory School For Boys,Other Independent School,Not applicable,41 Kew Foot Road,Closed,Boys,Richmond Upon Thames,-0.301835,51.4655991
FalknerHouse19BrechinPlace,Falkner House,Other Independent School,Not applicable,19 Brechin Place,Open,Girls,Kensington And Chelsea,-0.181297,51.4911995
FaradaySchoolOldGateHouse,Faraday School,Other Independent School,Not applicable,Old Gate House,Open,Mixed,Tower Hamlets,0.0087033,51.5084
FarnboroughPrimarySchoolFarnboroughHill,Farnborough Primary School,Academy Converter,Primary,Farnborough Hill,Open,Mixed,Bromley,0.0739283,51.3585014
FarnhamGreenPrimarySchoolRoyalClose,Farnham Green Primary School,Community School,Primary,Royal Close,Open,Mixed,Redbridge,0.108215,51.5722008
FarringtonsSchoolPerryStreet,Farringtons School,Other Independent School,Not applicable,Perry Street,Open,Mixed,Bromley,0.0830502,51.414299
FeatherstoneHighSchool11MontagueWaye,Featherstone High School,Academy Converter,Secondary,11 Montague Waye,Open,Mixed,Ealing,-0.387012,51.4992981
FeatherstonePrimaryAndNurserySchoolWesternRoad,Featherstone Primary And Nursery School,Community School,Primary,Western Road,Open,Mixed,Ealing,-0.39557,51.4981003
FelthamCommunityCollegeBrowellsLane,Feltham Community College,Academy Converter,Secondary,Browells Lane,Open,Mixed,Hounslow,-0.401096,51.4439011
FelthamHillInfantAndNurserySchoolBedfontRoad,Feltham Hill Infant And Nursery School,Community School,Primary,Bedfont Road,Open,Mixed,Hounslow,-0.423616,51.4393005
FenstantonPrimarySchoolAbbotsPark,Fenstanton Primary School,Community School,Primary,Abbots Park,Open,Mixed,Lambeth,-0.113652,51.4422989
FernHillPrimarySchoolRichmondRoad,Fern Hill Primary School,Community School,Primary,Richmond Road,Open,Mixed,Kingston Upon Thames,-0.302247,51.4230995
FerryLanePrimarySchoolJarrowRoad,Ferry Lane Primary School,Community School,Primary,Jarrow Road,Open,Mixed,Haringey,-0.0577836,51.5853996
FetchamVillageInfantSchoolSchoolLane,Fetcham Village Infant School,Community School,Primary,School Lane,Open,Mixed,Mole Valley,-0.354491,51.2915001
FieldEndInfantSchoolFieldEndRoad,Field End Infant School,Community School,Primary,Field End Road,Open,Mixed,Hillingdon,-0.388462,51.5668983
FieldEndJuniorSchoolFieldEndRoad,Field End Junior School,Community School,Primary,Field End Road,Open,Mixed,Hillingdon,-0.388462,51.5668983
FieldJuniorSchoolWatfordFieldRoad,Field Junior School,Community School,Primary,Watford Field Road,Open,Mixed,Watford,-0.393834,51.6493988
FieldingPrimarySchoolWyndhamRoad,Fielding Primary School,Community School,Primary,Wyndham Road,Open,Mixed,Ealing,-0.320704,51.5010986
FinchesSchoolLevyBuilding,Finches School,Other Independent Special School,Not applicable,Levy Building,Open,Mixed,Barnet,-0.190004,51.5956993
FinchleyAndActonYochienSchool6HendonAvenue,Finchley And Acton Yochien School,Other Independent School,Not applicable,6 Hendon Avenue,Open,Mixed,Barnet,-0.200712,51.5990982
FinchleyCatholicHighSchoolWoodsideLane,Finchley Catholic High School,Voluntary Aided School,Secondary,Woodside Lane,Open,Boys,Barnet,-0.180949,51.6227989
FineArtsCollegeCentreStudios,Fine Arts College,Other Independent School,Not applicable,Centre Studios,Open,Mixed,Camden,-0.162206,51.5457001
FintonHouseSchool171TrinityRoad,Finton House School,Other Independent School,Not applicable,171 Trinity Road,Open,Mixed,Wandsworth,-0.165721,51.4410019
FircroftPrimarySchoolFircroftRoad,Fircroft Primary School,Community School,Primary,Fircroft Road,Open,Mixed,Wandsworth,-0.164919,51.4373016
FirsFarmPrimarySchoolRayleighRoad,Firs Farm Primary School,Community School,Primary,Rayleigh Road,Open,Mixed,Enfield,-0.0828242,51.6239014
Fitzjohn'sPrimarySchool86aFitzjohn'sAvenue,Fitzjohn's Primary School,Community School,Primary,86a Fitzjohn's Avenue,Open,Mixed,Camden,-0.175873,51.5533981
FiveBridges331KenningtonLane,Five Bridges,Other Independent Special School,Not applicable,331 Kennington Lane,Closed,Mixed,Lambeth,-0.118317,51.4863014
FiveElmsPrimarySchoolWoodLane,Five Elms Primary School,Community School,Primary,Wood Lane,Open,Mixed,Barking And Dagenham,0.14535,51.5550995
FlamsteadEndSchoolLongfieldLane,Flamstead End School,Academy Converter,Primary,Longfield Lane,Open,Mixed,Broxbourne,-0.0562588,51.7160988
FleecefieldPrimarySchoolBrettenhamRoad,Fleecefield Primary School,Community School,Primary,Brettenham Road,Open,Mixed,Enfield,-0.0614935,51.6186981
FleetPrimarySchoolFleetRoad,Fleet Primary School,Community School,Primary,Fleet Road,Open,Mixed,Camden,-0.159853,51.553299
FleetdownPrimarySchoolLunedaleRoad,Fleetdown Primary School,Community School,Primary,Lunedale Road,Open,Mixed,Dartford,0.246563,51.4347
FloraGardensPrimarySchoolDallingRoad,Flora Gardens Primary School,Community School,Primary,Dalling Road,Open,Mixed,Hammersmith And Fulham,-0.235491,51.4948006
"FloreatBrentfordPrimarySchoolGroundFloor,TricoHouse",Floreat Brentford Primary School,Free Schools,Primary,"Ground Floor, Trico House",Open,Mixed,Hounslow,-0.302796,51.4902
FloreatWandsworthPrimarySchool305GarrattLane,Floreat Wandsworth Primary School,Academy Sponsor Led,Primary,305 Garratt Lane,Open,Mixed,Wandsworth,-0.188886,51.4472008
Focus1stAcademy339BowesRoad,Focus 1st Academy,Other Independent School,Not applicable,339 Bowes Road,Open,Mixed,Enfield,-0.134009,51.6158981
FocusSchool-BarnetCampus4WellGrove,Focus School - Barnet Campus,Other Independent School,Not applicable,4 Well Grove,Closed,Mixed,Barnet,-0.17333,51.6348991
FocusSchool-CheshuntPrimaryCampusLittlebury,Focus School - Cheshunt Primary Campus,Other Independent School,Not applicable,Littlebury,Closed,Mixed,Broxbourne,-0.0450445,51.7032013
FocusSchool-HarrowPrimaryCampus51SheepcoteRoad,Focus School - Harrow Primary Campus,Other Independent School,Not applicable,51 Sheepcote Road,Closed,Mixed,Harrow,-0.329166,51.5816002
FocusSchool-Kenley&CarshaltonCampusLittleWoodcoteCentre,Focus School - Kenley & Carshalton Campus,Other Independent School,Not applicable,Little Woodcote Centre,Open,Mixed,Sutton,-0.156134,51.3391991
Folly'sEndChristianSchool9SouthParkHillRoad,Folly's End Christian School,Other Independent School,Not applicable,9 South Park Hill Road,Closed,Mixed,Croydon,-0.0902847,51.3648987
FootstepsTrustTheFredeickKnightSportsGround,Footsteps Trust,Other Independent School,Not applicable,The Fredeick Knight Sports Ground,Open,Mixed,Haringey,-0.0532696,51.6066017
ForestAcademyHarbourerRoad,Forest Academy,Academy Sponsor Led,Secondary,Harbourer Road,Open,Mixed,Redbridge,0.115022,51.608799
ForestGateCommunitySchoolForestLane,Forest Gate Community School,Community School,Secondary,Forest Lane,Open,Mixed,Newham,0.0232156,51.5498009
ForestHillSchoolDacresRoad,Forest Hill School,Community School,Secondary,Dacres Road,Open,Boys,Lewisham,-0.0479258,51.4319992
ForestSchoolCollegePlace,Forest School,Other Independent School,Not applicable,College Place,Open,Mixed,Waltham Forest,0.0093032,51.5856018
ForestdalePrimarySchoolPixtonWay,Forestdale Primary School,Community School,Primary,Pixton Way,Open,Mixed,Croydon,-0.0394488,51.3493996
ForestersPrimarySchoolRedfordAvenue,Foresters Primary School,Community School,Primary,Redford Avenue,Open,Mixed,Sutton,-0.135561,51.3558006
ForsterParkPrimarySchoolBoundfieldRoad,Forster Park Primary School,Community School,Primary,Boundfield Road,Open,Mixed,Lewisham,0.0036034,51.4342003
FortismereSchoolSouthwing,Fortismere School,Foundation School,Secondary,Southwing,Open,Mixed,Haringey,-0.150991,51.5928993
FortyHillCofePrimarySchoolFortyHill,Forty Hill Cofe Primary School,Voluntary Aided School,Primary,Forty Hill,Open,Mixed,Enfield,-0.0610684,51.6710014
FossdenePrimarySchoolVictoriaWay,Fossdene Primary School,Community School,Primary,Victoria Way,Open,Mixed,Greenwich,0.0269763,51.4844017
Foster'sPrimarySchoolWestbrookeRoad,Foster's Primary School,Voluntary Controlled School,Primary,Westbrooke Road,Open,Mixed,Bexley,0.121798,51.4631004
FouldsSchoolByngRoad,Foulds School,Community School,Primary,Byng Road,Open,Mixed,Barnet,-0.21019,51.656601
FourSwannesPrimarySchoolKingEdwardRoad,Four Swannes Primary School,Community School,Primary,King Edward Road,Open,Mixed,Broxbourne,-0.0306848,51.6879005
FoxPrimarySchoolKensingtonPlace,Fox Primary School,Community School,Primary,Kensington Place,Open,Mixed,Kensington And Chelsea,-0.196923,51.5073013
FoxboroughPrimarySchoolCommonRoad,Foxborough Primary School,Academy Sponsor Led,Primary,Common Road,Open,Mixed,Slough,-0.540959,51.4949989
FoxfieldPrimarySchoolSandbachPlace,Foxfield Primary School,Community School,Primary,Sandbach Place,Open,Mixed,Greenwich,0.0743392,51.4868011
FrancisHollandSchoolClarenceGate,Francis Holland School,Other Independent School,Not applicable,Clarence Gate,Open,Girls,Westminster,-0.160328,51.5247002
FranciscanPrimarySchool221FranciscanRoad,Franciscan Primary School,Community School,Primary,221 Franciscan Road,Open,Mixed,Wandsworth,-0.15997,51.4276009
FrederickBremerSchoolSiddeleyRoad,Frederick Bremer School,Community School,Secondary,Siddeley Road,Open,Mixed,Waltham Forest,-0.0034565,51.5945015
FrederickHughHouse48OldChurchStreet,Frederick Hugh House,Other Independent Special School,Not applicable,48 Old Church Street,Open,Mixed,Kensington And Chelsea,-0.171927,51.4841003
FreezywaterStGeorge'sCofePrimarySchoolHertfordRoad,Freezywater St George's Cofe Primary School,Voluntary Aided School,Primary,Hertford Road,Open,Mixed,Enfield,-0.0386962,51.6739998
"FreshstepsCentre14,unit4,claveringsIndustrialEstate",Freshsteps,Other Independent School,Not applicable,"Centre 14,unit 4,claverings Industrial Estate",Open,Mixed,Enfield,-0.0434385,51.6279984
FriarsPrimaryFoundationSchoolWebberStreet,Friars Primary Foundation School,Foundation School,Primary,Webber Street,Open,Mixed,Southwark,-0.103412,51.5014992
FriernBarnetSchoolHemingtonAvenue,Friern Barnet School,Community School,Secondary,Hemington Avenue,Open,Mixed,Barnet,-0.154776,51.6160011
FrithManorPrimarySchoolLullingtonGarth,Frith Manor Primary School,Community School,Primary,Lullington Garth,Open,Mixed,Barnet,-0.202033,51.6150017
FrithwoodPrimarySchoolCarewRoad,Frithwood Primary School,Community School,Primary,Carew Road,Open,Mixed,Hillingdon,-0.41694,51.6134987
FryentPrimarySchoolChurchLane,Fryent Primary School,Community School,Primary,Church Lane,Open,Mixed,Brent,-0.264056,51.5770988
FulhamBoysSchoolMundStreet,Fulham Boys School,Free Schools,Secondary,Mund Street,Open,Boys,Hammersmith And Fulham,-0.203264,51.4897003
FulhamCollegeBoys'SchoolKingwoodRoad,Fulham College Boys' School,Academy Converter,Secondary,Kingwood Road,Open,Mixed,Hammersmith And Fulham,-0.215239,51.4777985
FulhamCrossGirls'SchoolAndLanguageCollegeMunsterRoad,Fulham Cross Girls' School And Language College,Academy Converter,Secondary,Munster Road,Open,Girls,Hammersmith And Fulham,-0.214177,51.4813995
FulhamPrimarySchoolHalfordRoad,Fulham Primary School,Community School,Primary,Halford Road,Open,Mixed,Hammersmith And Fulham,-0.197991,51.4835014
FullCircleEducation124-126Broadwalk,Full Circle Education,Other Independent School,Not applicable,124-126 Broadwalk,Open,Mixed,Greenwich,0.0400164,51.4670982
FullwoodPrimarySchool21-24BurfordClose,Fullwood Primary School,Community School,Primary,21-24 Burford Close,Open,Mixed,Redbridge,0.0792866,51.5849991
FulmerInfantSchoolAlderbourneLane,Fulmer Infant School,Community School,Primary,Alderbourne Lane,Open,Mixed,South Bucks,-0.558526,51.5610008
FurnessPrimarySchoolFurnessRoad,Furness Primary School,Foundation School,Primary,Furness Road,Closed,Mixed,Brent,-0.238801,51.5337982
FurzeInfants'SchoolBennettRoad,Furze Infants' School,Community School,Primary,Bennett Road,Open,Mixed,Barking And Dagenham,0.140074,51.5714989
FurzedownPrimarySchoolBeclandsRoad,Furzedown Primary School,Community School,Primary,Beclands Road,Open,Mixed,Wandsworth,-0.153201,51.4225006
FurzefieldPrimarySchoolDelaboleRoad,Furzefield Primary School,Community School,Primary,Delabole Road,Open,Mixed,Reigate And Banstead,-0.13877,51.262001
GainsboroughPrimarySchoolBerkshireRoad,Gainsborough Primary School,Community School,Primary,Berkshire Road,Open,Mixed,Hackney,-0.025983,51.5457993
GalliardPrimarySchoolGalliardRoad,Galliard Primary School,Community School,Primary,Galliard Road,Open,Mixed,Enfield,-0.0591093,51.6380005
GallionsMountPrimarySchoolPurrettRoad,Gallions Mount Primary School,Community School,Primary,Purrett Road,Open,Mixed,Greenwich,0.0987122,51.4846001
GallionsPrimarySchoolWarwall,Gallions Primary School,Community School,Primary,Warwall,Open,Mixed,Newham,0.0691958,51.5130997
GardenHouseSchoolTurksRow,Garden House School,Other Independent School,Not applicable,Turks Row,Open,Mixed,Kensington And Chelsea,-0.157887,51.4897995
GardenSuburbInfantSchoolChildsWay,Garden Suburb Infant School,Community School,Primary,Childs Way,Open,Mixed,Barnet,-0.197534,51.5848999
GardenSuburbJuniorSchoolChildsWay,Garden Suburb Junior School,Community School,Primary,Childs Way,Open,Mixed,Barnet,-0.197534,51.5848999
GarfieldPrimarySchoolSpringfieldRoad,Garfield Primary School,Community School,Primary,Springfield Road,Open,Mixed,Enfield,-0.137048,51.6139984
GarrattParkSchoolWaldronRoad,Garratt Park School,Community Special School,Not applicable,Waldron Road,Open,Mixed,Wandsworth,-0.186291,51.4371986
GascoignePrimarySchoolGascoigneRoad,Gascoigne Primary School,Community School,Primary,Gascoigne Road,Open,Mixed,Barking And Dagenham,0.081035,51.5326004
GatehouseSchoolSewardstoneRoad,Gatehouse School,Other Independent School,Not applicable,Sewardstone Road,Open,Mixed,Tower Hamlets,-0.0467156,51.5321007
GatewayAcademyCaplandStreet,Gateway Academy,Academy Converter,Primary,Capland Street,Open,Mixed,Westminster,-0.171396,51.5259018
Gatton(va)PrimarySchool13eBroadwaterRd,Gatton (va) Primary School,Voluntary Aided School,Primary,13e Broadwater Rd,Open,Mixed,Wandsworth,-0.167897,51.4305
GayhurstCommunitySchoolGayhurstRoad,Gayhurst Community School,Community School,Primary,Gayhurst Road,Open,Mixed,Hackney,-0.0626171,51.5424004
GayhurstSchoolBullLane,Gayhurst School,Other Independent School,Not applicable,Bull Lane,Open,Mixed,Chiltern,-0.566144,51.5945015
GaynesSchoolBrackendaleGardens,Gaynes School,Community School,Secondary,Brackendale Gardens,Open,Mixed,Havering,0.252318,51.546299
GeariesPrimarySchoolWaremeadRoad,Gearies Primary School,Community School,Primary,Waremead Road,Open,Mixed,Redbridge,0.07041,51.5798988
GeorgeCareyChurchOfEnglandPrimarySchoolTheRivergateCentre,George Carey Church Of England Primary School,Voluntary Aided School,Primary,The Rivergate Centre,Open,Mixed,Barking And Dagenham,0.108581,51.5205002
GeorgeEliotPrimarySchoolMarlboroughHill,George Eliot Primary School,Community School,Primary,Marlborough Hill,Open,Mixed,Westminster,-0.176901,51.5388985
GeorgeGreen'sSchool100ManchesterRoad,George Green's School,Voluntary Controlled School,Secondary,100 Manchester Road,Open,Mixed,Tower Hamlets,-0.0076456,51.4880981
GeorgeMitchellSchoolFarmerRoad,George Mitchell School,Community School,All Through,Farmer Road,Open,Mixed,Waltham Forest,-0.0136739,51.5681
GeorgeSpicerPrimarySchoolSouthburyRoad,George Spicer Primary School,Community School,Primary,Southbury Road,Open,Mixed,Enfield,-0.0680075,51.6512985
GeorgeTomlinsonPrimarySchoolVernonRoad,George Tomlinson Primary School,Community School,Primary,Vernon Road,Open,Mixed,Waltham Forest,0.008871,51.5662994
GettersTalmudTorah86AmhurstPark,Getters Talmud Torah,Other Independent School,Not applicable,86 Amhurst Park,Open,Boys,Hackney,-0.0833843,51.5750008
GideaParkCollege2BalgoresLane,Gidea Park College,Other Independent School,Not applicable,2 Balgores Lane,Open,Mixed,Havering,0.199628,51.5861015
GideaParkPrimarySchoolLodgeAvenue,Gidea Park Primary School,Community School,Primary,Lodge Avenue,Open,Mixed,Havering,0.193905,51.5838013
GiffordPrimarySchoolGreenhillGardens,Gifford Primary School,Community School,Primary,Greenhill Gardens,Open,Mixed,Ealing,-0.373918,51.5360985
GilbertColvinPrimarySchoolStraffordRoad,Gilbert Colvin Primary School,Community School,Primary,Strafford Road,Open,Mixed,Redbridge,0.0697475,51.5955009
GilbertScottPrimarySchoolFarnboroughAvenue,Gilbert Scott Primary School,Community School,Primary,Farnborough Avenue,Open,Mixed,Croydon,-0.0464883,51.3520012
