tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;direccion_longitud;direccion_latitud;horario_acceso;codigo_dea
Centro educativo;Pública;;;;C/ LOS ANGELES 13, 28944, FUENLABRADA;;;;;EDIFICIO DIRECCION. HALL;432929;4459865;-3,78904994054986;40,2865870025182;;2019-1697
Centro educativo;Pública;;;;CAMINO DEL SALMORAL S/N, 28981, PARLA;;;;;HALL ENTRADA;434333;4455242;-3,77206049881844;40,2450518500846;;2019-1698
Centro educativo;Pública;;;;C/ COLOMBIA 28-30, 28945, FUENLABRADA;;;;;VESTIBULO PPAL.;433593;4460715;-3,7813272505103;40,2942972413478;;2019-1593
Centro educativo;Pública;;;;PLAZA FRANCISCO CALES OTERO 1, 28630, VILLA DEL PRADO;;;;;PASILLO PPAL.;389186;4458881;-4,30338855548434;40,2730710178141;;2019-1699
Centro educativo;Pública;;;;C/ ALONSO CANO 1, 28932, MOSTOLES;;;;;HALL ENTRADA;425970;4465063;-3,87151155943724;40,3328247880491;;2019-1700
Centro educativo;Pública;;;;PASEO CASTILLA S/N, 28609, VILLANUEVA DE PERALES;;;;;HALL ENTRADA;406942;4466975;-4,09576079167611;40,3481429491043;;2019-1701
Centro educativo;Pública;;;;C/ JAEN 4, 28935, MOSTOLES;;;;;JUNTO SECRETARIA;425649;4464388;-3,87521153127566;40,3267156980678;;2019-1702
Centro educativo;Pública;;;;C/ LOS JARDINES 10, 28350, CIEMPOZUELOS;;;;;HALL ENTRADA;447147;4445311;-3,62059673038351;40,1564908523942;;2019-1703
Centro educativo;Pública;;;;C/ RIO MANZANARES 37, 28913, LEGANES;;;;;HALL ENTRADA;434627;4465325;-3,76963390408874;40,3359079256102;;2019-1581
Centro educativo;Pública;;;;C/ FELIPE II 9, 28982, PARLA;;;;;PASILLO ENTRADA;435168;4454369;-3,76215585913041;40,2372523912656;;2019-1582
Centro educativo;Pública;;;;AVDA. DE IRUN S/N, 28830, SAN FERNANDO DE HENARES;;;;;PASILLO ENTRADA;455131;4474875;-3,52892544182324;40,4232964396996;;2019-1583
Centro educativo;Pública;;;;C/ COMUNIDAD DE MADRID 23, 28944, FUENLABRADA;;;;;HALL ENTRADA;432382;4459049;-3,79539831850696;40,2791920121183;;2019-1584
Centro educativo;Pública;;;;C/ ADOLFO MARSILLACH 3, 28914, LEGANES;;;;;HALL ENTRADA;435474;4465376;-3,75966819308335;40,3364332732796;;2019-1585
Centro educativo;Pública;;;;AVDA. CARLOS V 25, 28936, MOSTOLES;;;;;HALL ENTRADA;427760;4463477;-3,8502618708463;40,3186944629446;;2019-1586
Centro educativo;Pública;;;;AVDA. PABLO IGLESIAS 1, 28942, FUENLABRADA;;;;;ZONA BOTIQUIN;429079;4460968;-3,83446065671471;40,2962055324448;;2019-1587
Centro educativo;Pública;;;;RDA. DE LAS PROVINCIAS 5, 28011, MADRID;;;;;HALL ENTRADA;436955;4473630;-3,74305002112163;40,4109023013668;;2019-1588
Centro educativo;Pública;;;;C/ JUAN DE AUSTRIA 2, 28931, MOSTOLES;;;;;HALL ENTRADA;427267;4464282;-3,85615546075889;40,3259033460466;;2019-1589
Centro educativo;Pública;;;;AVDA. VIA LACTEA C/V AVDA. DE LA ONU, 28936, MOSTOLES;;;;;HALL ENTRADA;427181;4462439;-3,85695774005864;40,3092935582477;;2019-1590
Centro educativo;Pública;;;;PASEO DEL PRADO 28, 28343, VALDEMORO;;;;;HALL ENTRADA;443259;4449284;-3,66659669946947;40,192029622874;;2019-1591
Centro educativo;Pública;;;;C/ MANUEL HERNANDEZ MOMPO 2, 28320, PINTO;;;;;JUNTO CONSERJERIA;440470;4456432;-3,70002232677616;40,2562310883887;;2019-1592
Centro educativo;Pública;;;;C/ JAIME I EL CONQUISTADOR 143, 28983, PARLA;;;;;HALL ENTRADA;435959;4454197;-3,75284057770461;40,2357637620618;;2019-1594
Centro educativo;Pública;;;;C/ CIRCUNVALACION 10, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;460986;4477907;-3,46009386715179;40,4509063576685;;2019-1595
Centro educativo;Pública;;;;C/ ARROPE S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;461232;4479340;-3,45728038327994;40,4638274797974;;2019-1596
Centro educativo;Pública;;;;C/ PINTOR SOROLLA 19, 28100, ALCOBENDAS;;;;;PASILLO DIRECCION;445585;4488030;-3,64257870044522;40,5412334915897;;2019-1597
Centro educativo;Pública;;;;C/ DOCTOR CASIMIRO MORCILLO 51, 28100, ALCOBENDAS;;;;;HALL ENTRADA;445105;4488330;-3,64827266069706;40,5439043433842;;2019-1598
Centro educativo;Pública;;;;C/ FRANCISCO CHICO MENDES 3, 28108, ALCOBENDAS;;;;;HALL ENTRADA;444639;4486037;-3,65357472459044;40,5232171164346;;2019-1599
Centro educativo;Pública;;;;PLAZA DE CASTILLA 4, 28100, ALCOBENDAS;;;;;HALL ENTRADA;446461;4488308;-3,6322582960629;40,5437948939804;;2019-1600
Centro educativo;Pública;;;;C/ SANTAFE 4, 28008, MADRID;;;;;CONSERJERIA;439627;4473596;-3,71155688711894;40,4107941008142;;2019-2018
Centro educativo;Pública;;;;C/ SANTAFE 4, 28008, MADRID;;;;;GIMNASIO;439627;4473596;-3,71155688711894;40,4107941008142;;2019-2019
Centro educativo;Pública;;;;C/ ALDEANUEVA DE LA VERA 9, 28044, MADRID;;;;;PAB. INFANTIL - SALIDA;434114;4470244;-3,7761809223851;40,3801799837996;;2019-2020
Centro educativo;Pública;;;;C/ ALDEANUEVA DE LA VERA 9, 28044, MADRID;;;;;PABELLON PRIMARIA - ENTRADA;434114;4470244;-3,7761809223851;40,3801799837996;;2019-2021
Centro educativo;Pública;;;;CTRA. COLMENAR VIEJO KM 13'5, 28049, MADRID;;;;;HALL ENTRADA;441762;4485895;-3,68752435568196;40,5217408410653;;2019-2022
Centro educativo;Pública;;;;PLAZA DE LA REMONTA 17, 28039, MADRID;;;;;HALL ENTRADA;440788;4479492;-3,69842371496586;40,4639913165153;;2019-2023
Centro educativo;Pública;;;;C/ FERMIN CABALLERO 68, 28034, MADRID;;;;;JUNTO SECRETARIA;439708;4481570;-3,71135924694814;40,4826330350736;;2019-2024
Centro educativo;Pública;;;;AVDA. ESPAÑA 66, 28903, GETAFE;;;;;HALL ENTRADA;439037;4463104;-3,71750723793325;40,3162336395466;;2019-1704
Centro educativo;Pública;;;;AVDA. JUAN CARLOS I 26, 28905, GETAFE;;;;;PABELLON SERVICIOS. HALL;436331;4459885;-3,74903277236115;40,2870331768757;;2019-1705
Centro educativo;Pública;;;;C/ RUISEÑOR 5, 28609, SEVILLA LA NUEVA;;;;;VESTIBULO;412445;4466704;-4,03093587996218;40,3462975253811;;2019-1706
Centro educativo;Pública;;;;C/ DESARROLLO 52, 28935, MOSTOLES;;;;;FRENTE CONSERJERIA;426509;4462710;-3,86489634927931;40,3116759573952;;2019-1707
Centro educativo;Pública;;;;C/ RIO BIDASOA 3, 28934, MOSTOLES;;;;;HALL ENTRADA;426006;4463489;-3,87090553636906;40,3186489928224;;2019-1708
Centro educativo;Pública;;;;C/ MAGALLANES S/N, 28903, GETAFE;;;;;HALL ENTRADA;431999;4460646;-3,80007279171634;40,2935474920178;;2019-1709
Centro educativo;Pública;;;;CRTA. ROZAS DE PUERTO REAL 20, 28640, CADALSO DE LOS VIDRIOS;;;;;HALL ENTRADA;376776;4462278;-4,44996608632995;40,3019299949291;;2019-1710
Centro educativo;Pública;;;;AVDA. JUAN CARLOS I 12, 28981, PARLA;;;;;HALL ENTRADA;434634;4453120;-3,76830579061635;40,2259591047722;;2019-1711
Centro educativo;Pública;;;;AVDA. MARIANO GARCIA BENITO 1, 28696, PELAYOS DE LA PRESA;;;;;PLANTA 1. HALL;387224;4468861;-4,32822023026206;40,3626975066617;;2019-1712
Centro educativo;Pública;;;;C/ JUAN XXIII 1, 28224, POZUELO DE ALARCON;;;;;HALL ENTRADA;432116;4477941;-3,80053789189326;40,4493563073383;;2019-1713
Centro educativo;Pública;;;;C/ VERACRUZ 34, 28936, MOSTOLES;;;;;HALL ENTRADA;427465;4463151;-3,85369665513287;40,3157321846126;;2019-1714
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 19, 28903, GETAFE;;;;;HALL ENTRADA;438658;4463274;-3,72198387640727;40,3177373490571;;2019-1722
Centro educativo;Pública;;;;CTRA. DE BARAJAS 1'2, 28108, ALCOBENDAS;;;;;EDIF A. HALL;447568;4487416;-3,61911214774937;40,5358301675579;;2019-1601
Centro educativo;Pública;;;;C/ FRANCISCO CHICO MENDES 4, 28108, ALCOBENDAS;;;;;HALL ENTRADA;444537;4486145;-3,6547882978241;40,5241832062011;;2019-1602
Centro educativo;Pública;;;;C/ ISLA DE CORCEGA 3, 28100, ALCOBENDAS;;;;;SALA REPROGRAFIA;445905;4488089;-3,63880514049423;40,5417859401661;;2019-1603
Centro educativo;Pública;;;;C/ MIRAFLORES 16, 28100, ALCOBENDAS;;;;;PASILLO PPAL.;445925;4488635;-3,63861568976623;40,5467058277502;;2019-1604
Centro educativo;Pública;;;;C/ FUENLABRADA S/N, 28981, PARLA;;;;;PASILLO PPAL.;434175;4455274;-3,7739212604411;40,2453277182783;;2019-1715
Centro educativo;Pública;;;;AVDA. FUERZAS ARMADAS 6, 28901, GETAFE;;;;;HALL ENTRADA;437867;4461317;-3,73110295576645;40,3000490716758;;2019-1716
Centro educativo;Pública;;;;C/ HOSPITAL DE SAN JOSE 22, 28901, GETAFE;;;;;HALL ENTRADA;438042;4461947;-3,72910495007066;40,3057374826521;;2019-1717
Centro educativo;Pública;;;;AVDA. FUERZAS ARMADAS S/N, 28901, GETAFE;;;;;HALL ENTRADA;437736;4461253;-3,73263805161249;40,2994627709207;;2019-1718
Centro educativo;Pública;;;;C/ NUÑEZ DE BALBOA 10, 28902, GETAFE;;;;;HALL ENTRADA;437915;4462474;-3,73065049498095;40,3104755806654;;2019-1719
Centro educativo;Pública;;;;C/ ARQUITECTOS 39, 28903, GETAFE;;;;;PASILLO DE DIRECCION;438373;4463982;-3,725406284675;40,3240944400052;;2019-1720
Centro educativo;Pública;;;;C/ TITULCIA 24, 28903, GETAFE;;;;;HALL ENTRADA;438494;4462680;-3,72385683556197;40,3123741839726;;2019-1721
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES S/N, 28903, GETAFE;;;;;HALL ENTRADA;438537;4463442;-3,72342406991776;40,3192418950084;;2019-1723
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 21, 28903, GETAFE;;;;;HALL ENTRADA;438764;4463182;-3,72072755699042;40,3169163377166;;2019-1724
Centro educativo;Pública;;;;AVDA. OLIMPICA 16, 28108, ALCOBENDAS;;;;;PASILLO PPAL.;446349;4487504;-3,63351262647813;40,5365448894395;;2019-1605
Centro educativo;Pública;;;;C/ SEGOVIA 5, 28100, ALCOBENDAS;;;;;PABELLON B. ENTRADA;446299;4488372;-3,63417672983116;40,5443609472313;;2019-1606
Centro educativo;Pública;;;;C/ NAVAYUNCOSA 22, 28620, ALDEA DEL FRESNO;;;;;PASILLO DE CLASES;398060;4464440;-4,19992121893959;40,3242714532819;;2019-1607
Centro educativo;Pública;;;;AVDA. NIÑO JESUS 1, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;459400;4462894;-3,47784037612815;40,3155799373548;;2019-1608
Centro educativo;Pública;;;;AVDA. INSTITUTO S/N, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;462461;4460028;-3,4416469135705;40,2899031600862;;2019-1609
Centro educativo;Pública;;;;C/ TENERIFE S/N, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;459247;4462687;-3,47962785030999;40,3137076235492;;2019-1610
Centro educativo;Pública;;;;C/ GRUPO ESCOLAR 1, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;462848;4461392;-3,43717316726289;40,3022088320215;;2019-1611
Centro educativo;Pública;;;;C/ POLIDEPORTIVO 6, 28723, PEDREZUELA;;;;;FRENTE CONSERJERIA;449472;4511058;-3,5985304895461;40,7489228627239;;2019-1621
Centro educativo;Pública;;;;AVDA. DE LOS ARCES S/N, 28903, GETAFE;;;;;HALL ENTRADA;433946;4502067;-3,78148227589163;40,6668330107013;;2019-1725
Centro educativo;Pública;;;;AVDA.DE LOS ANGELES 26, 28903, GETAFE;;;;;HALL ENTRADA;438970;4462333;-3,71822214939937;40,3092831115371;;2019-1726
Centro educativo;Pública;;;;C/ BUENAVISTA 25, 28904, GETAFE;;;;;HALL ENTRADA;437279;4462033;-3,73809145900426;40,3064552887256;;2019-1727
Centro educativo;Pública;;;;C/ MONTERO POTRERO S/N, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;459650;4462713;-3,47488668195477;40,3139614238325;;2019-1612
Centro educativo;Pública;;;;C/ CARRANQUE S/N, 28976, BATRES;;;;;HALL ENTRADA;421437;4451350;-3,92318819100377;40,2088809135012;;2019-1613
Centro educativo;Pública;;;;C/ LA NEVERA S/N, 28723, PEDREZUELA;;;;;PASILLO ENTRADA;449264;4510887;-3,60098036099473;40,7473696681881;;2019-1614
Centro educativo;Pública;;;;C/ SAN ISIDRO 8, 28710, EL MOLAR;;;;;HALL ENTRADA;450833;4509747;-3,58230653095772;40,73719562111;;2019-1615
Centro educativo;Pública;;;;AVDA. VALENCIA 1, 28702, SAN SEBASTIAN DE LOS REYES;;;;;PASILLO PPAL.;446608;4489546;-3,63062703764563;40,5549567769572;;2019-1616
Centro educativo;Pública;;;;C/ JOCKEY FLORENTINO GONZALEZ 2, 28722, EL VELLON;;;;;JUNTO ASEOS;451325;4513329;-3,57675861331459;40,7694921292179;;2019-1617
Centro educativo;Pública;;;;C/ SANTA AGUEDA S/N, 28710, EL MOLAR;;;;;EDIFICIO PRIMARIA. HALL;450733;4510139;-3,5835216733925;40,7407208468026;;2019-1618
Centro educativo;Pública;;;;AVDA. FELIX RODRIGUEZ DE LA FUENTE S/N, 28750, SAN AGUSTIN DE GU;;;;;HALL ENTRADA;447552;4503387;-3,62063062198129;40,6797011131576;;2019-1619
Centro educativo;Pública;;;;C/ DOCTORES EL MOLAR S/N, 28710, EL MOLAR;;;;;CONSERJERIA;450634;4510055;-3,58468755212648;40,7399582262744;;2019-1620
Centro educativo;Pública;;;;C/ FEDERICA MONTSENY 3, 28521, RIVAS-VACIAMADRID;;;;;JUNTO CONSERJERIA;456294;4465135;-3,51454827653418;40,335612185542;;2019-1622
Centro educativo;Pública;;;;C/ SAN ANTONIO 6, 28891, VELILLA DE SAN ANTONIO;;;;;HALL ENTRADA;458910;4468666;-3,48397868557496;40,3675556207023;;2019-1623
Centro educativo;Pública;;;;C/ RAMON Y CAJAL 9, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;454584;4475220;-3,53539797323796;40,426374778645;;2019-1624
Centro educativo;Pública;;;;PASEO LA CHOPERA 64, 28523, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;454649;4468676;-3,53416562755788;40,367424799171;;2019-1625
Centro educativo;Pública;;;;C/ JOAQUIN SOROLLA S/N, 28810, VILLALBILLA;;;;;HALL ENTRADA;470275;4477699;-3,35054078252662;40,4494165915075;;2019-1626
Centro educativo;Pública;;;;AVDA. COVIBAR 1, 28523, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;453101;4467640;-3,55232173825569;40,3580060161417;;2019-1627
Centro educativo;Pública;;;;C/ NORUEGA 1, 28521, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;456043;4464448;-3,51745589548769;40,3294098782909;;2019-1628
Centro educativo;Pública;;;;C/ VALENCIA DE DON JUAN 19, 28034, MADRID;;;;;CONSERJERIA;440219;4481860;-3,70535796115188;40,4852824092314;;2019-2025
Centro educativo;Pública;;;;VEREDA DEL CAMUERZO 4, 28905, GETAFE;;;;;HALL ENTRADA;436861;4461481;-3,74295554734148;40,301451073022;;2019-1728
Centro educativo;Pública;;;;AVDA. ARCAS DEL AGUA 1, 28905, GETAFE;;;;;HALL ENTRADA;436896;4460785;-3,742475096577;40,2951837458588;;2019-1729
Centro educativo;Pública;;;;AVDA. VEREDA DEL CAMUERZO S/N, 28905, GETAFE;;;;;HALL ENTRADA;436925;4461241;-3,74217886007284;40,2992938480944;;2019-1730
Centro educativo;Pública;;;;AVDA. ARCAS DEL AGUA 9, 28905, GETAFE;;;;;HALL ENTRADA;436518;4460351;-3,74687920224772;40,2912453976192;;2019-1731
Centro educativo;Pública;;;;AVDA. JUAN CARLOS I 7, 28905, GETAFE;;;;;HALL ENTRADA;436010;4460475;-3,75286783982475;40,292323726152;;2019-1732
Centro educativo;Pública;;;;AVDA. SALVADOR ALLENDE 10, 28907, GETAFE;;;;;HALL ENTRADA;437305;4463597;-3,73793887657647;40,3205466356749;;2019-1733
Centro educativo;Pública;;;;C/ CAMPOS DE CASTILLA 4, 28909, GETAFE;;;;;HALL ENTRADA;444052;4463904;-3,65855681529617;40,3237916200572;;2019-1734
Centro educativo;Pública;;;;C/ JOSE ECHERAGAY 59, 28909, GETAFE;;;;;HALL ENTRADA;443369;4463555;-3,66656488457926;40,3206015417172;;2019-1735
Centro educativo;Pública;;;;C/ INGENIERIA 2, 28914, LEGANES;;;;;HALL ENTRADA;435084;4465477;-3,7642695653014;40,337312884944;;2019-1736
Centro educativo;Pública;;;;CAMINO DE LEGANES 18, 28931, MOSTOLES;;;;;HALL ENTRADA;427226;4464022;-3,85660842023102;40,3235576186809;;2019-1737
Centro educativo;Pública;;;;PASEO DE GOYA 3, 28931, MOSTOLES;;;;;JUNTO DIRECCION;426705;4464354;-3,86277843202716;40,3265027930547;;2019-1738
Centro educativo;Pública;;;;C/ FRANCISCO JAVIER SAUQUILLO 26, 28932, MOSTOLES;;;;;GIMNASIO;427250;4465127;-3,8564517719147;40,3335138611861;;2019-1739
Centro educativo;Pública;;;;C/ SALZILLO 4, 28932, MOSTOLES;;;;;HALL ENTRADA;426663;4465254;-3,86337608997333;40,3346065405179;;2019-1740
Centro educativo;Pública;;;;C/ PINTOR MURILLO 32, 28933, MOSTOLES;;;;;HALL ENTRADA;425860;4464255;-3,87271261856115;40,3255363655847;;2019-1741
Centro educativo;Pública;;;;C/ GRAN CAPITAN 19, 28933, MOSTOLES;;;;;HALL ENTRADA;425803;4465053;-3,87347617425929;40,3327198775767;;2019-1742
Centro educativo;Pública;;;;AVDA. ALCALDE DE MOSTOLES 64, 28933, MOSTOLES;;;;;PASILLO PPAL.;425613;4465237;-3,87573410949618;40,3343604805691;;2019-1743
Centro educativo;Pública;;;;C/ RIO SIL 60, 28935, MOSTOLES;;;;;ENTRADA SECRETARIA;425247;4463031;-3,87978438050875;40,3144556217411;;2019-1744
Centro educativo;Pública;;;;C/ EUCALIPTO 37, 28935, MOSTOLES;;;;;VESTIBULO;421378;4462898;-3,92529764594759;40,3129023080803;;2019-1745
Centro educativo;Pública;;;;AVDA. OLIMPICA 16, 28935, MOSTOLES;;;;;VESTIBULO;424900;4464546;-3,8840458527169;40,3280719571088;;2019-1746
Centro educativo;Pública;;;;C/ AZORIN 24, 28935, MOSTOLES;;;;;PABELLON I. SERVICIOS;425205;4463850;-3,88037445932166;40,3218296107262;;2019-1747
Centro educativo;Pública;;;;C/ PINTOR VELAZQUEZ 66, 28935, MOSTOLES;;;;;JUNTO SALA PROFESORES;425174;4463689;-3,88072045558931;40,3203765075596;;2019-1748
Centro educativo;Pública;;;;C/ LAS ARIZONICAS 20, 28935, MOSTOLES;;;;;EDIFICIO A. JUNTO CONSERJERIA;421549;4463161;-3,92331767461429;40,3152875270446;;2019-1749
Centro educativo;Pública;;;;C/ HERMANOS GRIMM 3, 28935, MOSTOLES;;;;;HALL ENTRADA;424975;4463843;-3,88308054820409;40,3217459196745;;2019-1750
Centro educativo;Pública;;;;C/ AMANIEL 2, 28015, MADRID;;;;;HALL ENTRADA;439851;4475176;-3,70906642745948;40,4250436826182;;2019-1773
Centro educativo;Pública;;;;C/ FRANCISCO LARGO CABALLERO S/N, 28100, ALCOBENDAS;;;;;HALL ENTRADA;444528;4489330;-3,65517400367217;40,5528742682448;;2019-1757
Centro educativo;Pública;;;;C/ PINOS ALTA 63, 28029, MADRID;;;;;HALL ENTRADA;440810;4479937;-3,69820574753312;40,4680016242906;;2019-1758
Centro educativo;Pública;;;;C/ VALDESANGIL 25, 28039, MADRID;;;;;HALL ENTRADA;439156;4479926;-3,71771385792514;40,4677830370381;;2019-1759
Centro educativo;Pública;;;;C/ LOS REYES 4, 28015, MADRID;;;;;HALL ENTRADA;439912;4475106;-3,70834076597742;40,4244174989613;;2019-1760
Centro educativo;Pública;;;;PARCELA EQ-01 SECTOR 4 DE MIRAMADRID, 28860, PARACUELLOS DE JARA;;;;;HALL ENTRADA;442938;4483588;-3,67343415532437;40,5010402729463;;2019-1761
Centro educativo;Pública;;;;C/ TERUEL 12, 28815, RIBATEJADA;;;;;HALL ENTRADA;466701;4502044;-3,39397094066462;40,6685983237994;;2019-1762
Centro educativo;Pública;;;;C/ ALFONSO XIII 5, 28280, EL ESCORIAL;;;;;HALL ENTRADA;404855;4492928;-4,12422209664216;40,5816751728859;;2019-1763
Centro educativo;Pública;;;;C/ ARCOS DE JALON 34, 28037, MADRID;;;;;HALL ENTRADA;447487;4474779;-3,61902200832306;40,42198428034;;2019-1764
Centro educativo;Pública;;;;C/ LA PALMA 46, 28004, MADRID;;;;;HALL ENTRADA;440119;4475345;-3,70592325448385;40,4265854433385;;2019-1765
Centro educativo;Pública;;;;C/ MIRAFLORES 59, 28100, ALCOBENDAS;;;;;HALL ENTRADA;445887;4488611;-3,63906238112741;40,5464871451616;;2019-1766
Centro educativo;Pública;;;;C/ GUSTAVO ADOLFO BECQUER 1, 28440, GUADARRAMA;;;;;HALL ENTRADA;407937;4502423;-4,08920048702645;40,6675471609787;;2019-1767
Centro educativo;Pública;;;;C/ EMBAJADORES 70, 28012, MADRID;;;;;CONSERJERIA;440326;4473040;-3,7032669182853;40,4058357873992;;2019-1768
Centro educativo;Pública;;;;C/ ESTUDIO 6, 28023, MADRID;;;;;HALL ENTRADA;433398;4479204;-3,78555346588488;40,4608374218731;;2019-1769
Centro educativo;Pública;;;;C/ PRINCIPE DE VERGARA  139, 28002, MADRID;;;;;HALL ENTRADA;442445;4477317;-3,67868304064119;40,4445143542036;;2019-2026
Centro educativo;Pública;;;;C/ JULIO PALACIOS 35, 28029, MADRID;;;;;EDIF. PRIMARIA. HALL;441012;4481612;-3,69597891169492;40,4831050529351;;2019-2027
Centro educativo;Pública;;;;C/ ISLAS CIES 11, 28035, MADRID;;;;;HALL ENTRADA;439140;4481375;-3,71804161807089;40,4808349690707;;2019-2028
Centro educativo;Pública;;;;C/ ORENSE 87, 28020, MADRID;;;;;HALL ENTRADA;441143;4479232;-3,69421256018011;40,4616743520726;;2019-2029
Centro educativo;Pública;;;;CTRA. COLMENAR VIEJO KM 12'8, 28049, MADRID;;;;;RECEPCION;442018;4485065;-3,68442632901155;40,5142818521141;;2019-2030
Centro educativo;Pública;;;;C/ PINTOR VELAZQUEZ 62, 28935, MOSTOLES;;;;;JUNTO ASCENSOR;425084;4463825;-3,88179559964737;40,3215935578441;;2019-1751
Centro educativo;Pública;;;;AVDA. ATENAS 48B, 28232, ROZAS DE MADRID;;;;;EDIF CENTRAL. PASILLO PPAL.;422820;4487067;-3,91126214611179;40,5307512881865;;2019-1770
Centro educativo;Pública;;;;C/ ARMENTEROS 46, 28039, MADRID;;;;;HALL ENTRADA;439555;4479592;-3,71297579613972;40,4648033670237;;2019-1771
Centro educativo;Pública;;;;C/ LA MACARENA 3, 28970, HUMANES DE MADRID;;;;;HALL ENTRADA;429525;4456303;-3,82870031624413;40,254218941745;;2019-1772
Centro educativo;Pública;;;;C/ ALMENDROS S/N, 28978, CUBAS DE LA SAGRA;;;;;HALL ENTRADA;428156;4449944;-3,84408507882896;40,1968176900177;;2019-1774
Centro educativo;Pública;;;;PASEO POZUELO 31, 28510, CAMPO REAL;;;;;HALL ENTRADA;468398;4465656;-3,3720777414118;40,3408520203574;;2019-1629
Centro educativo;Pública;;;;C/ PLATA S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;460929;4478254;-3,46078740276813;40,4540297354911;;2019-1630
Centro educativo;Pública;;;;C/ PALMERAS 10, 28813, TORRES DE LA ALAMEDA;;;;;HALL ENTRADA;469440;4471842;-3,36010609637337;40,3966208107921;;2019-1631
Centro educativo;Pública;;;;PASEO DE LA CHOPERA 7, 28523, RIVAS-VACIAMADRID;;;;;JUNTO DIRECCION;454309;4468519;-3,53815889288505;40,3659918471549;;2019-1632
Centro educativo;Pública;;;;C/ MAGDALENA S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459874;4476570;-3,4731228535441;40,4388086545062;;2019-1633
Centro educativo;Pública;;;;C/ DOCTOR GONZALO SIERRA 6, 28840, MEJORADA DEL CAMPO;;;;;HALL ENTRADA;458812;4471869;-3,48533998286601;40,3964062362373;;2019-1634
Centro educativo;Pública;;;;AVDA. ALGORTA S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455473;4474332;-3,52485601410945;40,4184230522307;;2019-1643
Centro educativo;Pública;;;;C/ BERNARDO ATXAGA 13, 28521, RIVAS-VACIAMADRID;;;;;VESTIBULO PPAL.;456039;4466620;-3,51765251140121;40,348977009445;;2019-1635
Centro educativo;Pública;;;;PLAZA DE GUERNICA S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455537;4474754;-3,52413115647945;40,4222281747279;;2019-1636
Centro educativo;Pública;;;;C/ NAZARIO CALONGE S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455452;4475258;-3,52516841059988;40,4267640436718;;2019-1637
Centro educativo;Pública;;;;C/ LONDRES 44, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;460563;4479094;-3,46515591037367;40,4615798333267;;2019-1638
Centro educativo;Pública;;;;AVDA. VIRGEN DE LORETO 38, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459678;4479518;-3,47562101026274;40,4653570750414;;2019-1639
Centro educativo;Pública;;;;C/ FERNANDO TRUEBA 8, 28521, RIVAS-VACIAMADRID;;;;;FRENTE SECRETARIA;456172;4466921;-3,51610713223111;40,3516956835777;;2019-1640
Centro educativo;Pública;;;;CAMINO DE VALDEMORO 11, 28330, SAN MARTIN DE LA VEGA;;;;;HALL ENTRADA;450333;4450657;-3,58360132939416;40,204847702287;;2019-1641
Centro educativo;Pública;;;;AVDA. JUAN GRIS 44, 28840, MEJORADA DEL CAMPO;;;;;HALL ENTRADA;458897;4471233;-3,4842973666612;40,3906807969888;;2019-1642
Centro educativo;Pública;;;;PLAZA SANTIAGO DE CHUCO 1, 28702, SAN SEBASTIAN DE LOS REYES;;;;;HALL ENTRADA;446946;4490005;-3,62667361190017;40,5591133506116;;2019-1793
