,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,reumatologia,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
2494,CS15876,Otros centros especializados,,,,,,,,,,,,,,,,,,CS15876,,,,,Calle de Víctor de la Serna 7 Escalera derecha 28016 Madrid,Calle,de Víctor de la Serna,7 Escalera derecha,28016.0,Madrid,442918.0,4478247.0
2495,CS15878,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15878,,CS15878,CS15878,,,,,,,,,,,,,Calle de Pamplona 14 28039 Madrid,Calle,de Pamplona,14,28039.0,Madrid,440207.0,4478446.0
2496,CS15882,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS15882,,,,,,,,,,,,,,Ctra de Galapagar 37 28250 Torrelodones,Ctra,de Galapagar,37,28250.0,Torrelodones,418882.0,4492203.0
2497,CS15883,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15883,,CS15883,CS15883,,,,,,,,,,,,,Calle Fuente del Espino 51 28440 Guadarrama,Calle,Fuente del Espino,51,28440.0,Guadarrama,407652.0,4501964.0
2498,CS15885,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15885,,CS15885,CS15885,,,,,,,,,,,,,Cmno de Casasola 18 28194 Berzosa del Lozoya,Cmno,de Casasola,18,28194.0,Berzosa del Lozoya,455868.0,4536118.0
2499,CS15886,Centro Polivalente,,,,,,,,,CS15886,CS15886,,,,,,,,,,,,,Paseo de la Ermita del Santo 16 28011 Madrid,Paseo,de la Ermita del Santo,16,28011.0,Madrid,438611.0,4473667.0
2500,CS15889,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15889,CS15889,,,,,,,,CS15889,,,,,Calle del General Pardiñas 112 BIS 28006 Madrid,Calle,del General Pardiñas,112 BIS,28006.0,Madrid,442535.0,4476394.0
2501,CS15893,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15893,,CS15893,CS15893,,,,,,,,,,,,,Calle Nervión 6 28670 Villaviciosa de Odón,Calle,Nervión,6,28670.0,Villaviciosa de Odón,421411.0,4469559.0
2502,CS15894,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15894,,CS15894,CS15894,,,,,,,,,,,,,Cmno de la Esgaravita 28 28805 Alcalá de Henares,Cmno,de la Esgaravita,28,28805.0,Alcalá de Henares,470215.0,4482239.0
2503,CS15895,Consulta de otros profesionales sanitarios,,,,,,,,,CS15895,,,,,,,,,,,,,,Calle de Ramírez de Arellano 26 28043 Madrid,Calle,de Ramírez de Arellano,26,28043.0,Madrid,444293.0,4477768.0
2504,CS1590,Centro Polivalente,,,,,CS1590,,,,CS1590,CS1590,,CS1590,,,,,,CS1590,,,,,Avda de Ramón y Cajal 109 28043 Madrid,Avda,de Ramón y Cajal,109,28043.0,Madrid,443956.0,4478392.0
2505,CS15900,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15900,,CS15900,CS15900,,,,,,,,CS15900,,,,,Calle de Almagro 7 28010 Madrid,Calle,de Almagro,7,28010.0,Madrid,441057.0,4475632.0
2506,CS15901,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS15901,,,,,,,,,,,,,,Avda de la Cantueña 12.0 28946 Fuenlabrada,Avda,de la Cantueña,12.0,28946.0,Fuenlabrada,,
2507,CS15902,Consulta de otros profesionales sanitarios,,,,,,,,,CS15902,,,,,,,,,,,,,,Avda del 21 de Marzo 11 28760 Tres Cantos,Avda,del 21 de Marzo,11,28760.0,Tres Cantos,439523.0,4497138.0
2508,CS15906,Centro Polivalente,,,,CS15906,,,CS15906,,,CS15906,,,,,,,,,,,,,Calle de Hermosilla 57 28001 Madrid,Calle,de Hermosilla,57,28001.0,Madrid,442239.0,4475296.0
2509,CS15907,Consulta de otros profesionales sanitarios,,,,,,,,,CS15907,,,,,,,,,,,,,,Avda de Viñuelas 16 28760 Tres Cantos,Avda,de Viñuelas,16,28760.0,Tres Cantos,440178.0,4493838.0
2510,CS1591,Centro Polivalente,,CS1591,,,,,,,,,CS1591,,,,,,,,,,,,Calle del General Ricardos 252 28025 Madrid,Calle,del General Ricardos,252,28025.0,Madrid,437026.0,4470540.0
2511,CS15911,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15911,,,,,,,,,,CS15911,,,,Calle de Valcarlos 15 28050 Madrid,Calle,de Valcarlos,15,28050.0,Madrid,443048.0,4483386.0
2512,CS15912,Consulta de otros profesionales sanitarios,,,,,,,,,CS15912,,,,,,,,,,,,,,Calle de Alonso Cano 64 28003 Madrid,Calle,de Alonso Cano,64,28003.0,Madrid,440868.0,4477202.0
2513,CS15913,Centro Polivalente,,,,,,,CS15913,,,CS15913,,,,,,,,,,,,,Paseo de la Habana 2 28036 Madrid,Paseo,de la Habana,2,28036.0,Madrid,441452.0,4477628.0
2514,CS15916,Consulta de otros profesionales sanitarios,,,,,,,,,CS15916,,,,,,,,,,,,,,Calle de Monasterio de El Paular 154 28049 Madrid,Calle,de Monasterio de El Paular,154,28049.0,Madrid,440661.0,4484003.0
2515,CS15919,Centro Polivalente,,,,CS15919,CS15919,,CS15919,,,CS15919,,,,,,,,,,,,,Calle del General López Pozas 5 28036 Madrid,Calle,del General López Pozas,5,28036.0,Madrid,441871.0,4479502.0
2516,CS15923,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15923,,,,,,,,,,,,,,Avda Rosa Regás 12 28907 Getafe,Avda,Rosa Regás,12,28907.0,Getafe,437431.0,4463744.0
2517,CS15924,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15924,,CS15924,,,,,,,,,,,,,,Calle de Tabatinga 11 28027 Madrid,Calle,de Tabatinga,11,28027.0,Madrid,446324.0,4477251.0
2518,CS15925,Centro Polivalente,,,,,,,CS15925,,,,,,,,,,CS15925,,,,,,Calle de las Tablas de Daimiel 2 28924 Alcorcón,Calle,de las Tablas de Daimiel,2,28924.0,Alcorcón,431446.0,4466527.0
2519,CS15928,Centro Polivalente,,,,,,,,,,CS15928,,,,,,,,,,,,,Avda Don Juan de Borbón 1 28903 Getafe,Avda,Don Juan de Borbón,1,28903.0,Getafe,439256.0,4463338.0
2520,CS15929,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15929,,CS15929,CS15929,,,,,,,,,,,,,Calle Gaspar de Morales 1 28860 Paracuellos de Jarama,Calle,Gaspar de Morales,1,28860.0,Paracuellos de Jarama,456526.0,4483632.0
2521,CS15931,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,CS15931,CS15931,,,,,Calle de Francisco Silvela 69 28028 Madrid,Calle,de Francisco Silvela,69,28028.0,Madrid,442695.0,4476303.0
2522,CS15932,Otros centros especializados,,,,,,,,,,,,,,,,,,CS15932,,,,,Calle de Cardenal Tavera 1 28050 Madrid,Calle,de Cardenal Tavera,1,28050.0,Madrid,444134.0,4482854.0
2523,CS15933,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15933,,,CS15933,,,,,,,,,,,,,Calle de Julián Romea 18 28003 Madrid,Calle,de Julián Romea,18,28003.0,Madrid,439257.0,4477164.0
2524,CS15934,Consulta de otros profesionales sanitarios,,,,,,,,,CS15934,,,,,,,,,,,,,,Calle de Santa Quiteria 18 28430 Alpedrete,Calle,de Santa Quiteria,18,28430.0,Alpedrete,413530.0,4501316.0
2525,CS15938,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15938,,,CS15938,,,,,,,,,,,,,Ctra  28040 Madrid,Ctra,,,28040.0,Madrid,,
2526,CS15939,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15939,,,CS15939,,,,,,,,,,,,,Calle de José Martínez de Velasco 3 28007 Madrid,Calle,de José Martínez de Velasco,3,28007.0,Madrid,443419.0,4474051.0
2527,CS15940,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15940,,,,,,,,,,,,,,,,Calle de Peironcely 7 28053 Madrid,Calle,de Peironcely,7,28053.0,Madrid,443121.0,4470368.0
2528,CS15941,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS15941,,,,,,,,,,,,,,Ctra Vía de las Dos Castillas 9 28224 Pozuelo de Alarcón,Ctra,Vía de las Dos Castillas,9,28224.0,Pozuelo de Alarcón,431772.0,4476010.0
2529,CS15955,Consulta de otros profesionales sanitarios,,,,,,,,,CS15955,,,,,,,,,,,,,,Calle de Rodríguez San Pedro 10 28015 Madrid,Calle,de Rodríguez San Pedro,10,28015.0,Madrid,439956.0,4475913.0
2530,CS15956,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15956,,,,,,,,,,,,,,"Calle Real 40 28231 Rozas de Madrid, Las",Calle,Real,40,28231.0,"Rozas de Madrid, Las",426301.0,4482528.0
2531,CS15957,Centro Polivalente,,,,,,,,,,CS15957,,,,,,,,,,,,,Calle de Antonio Machado 35 28035 Madrid,Calle,de Antonio Machado,35,28035.0,Madrid,438937.0,4479755.0
2532,CS15958,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15958,,CS15958,,,,,,,,,,,,,,Cmno Viejo de Villaverde 26 28041 Madrid,Cmno,Viejo de Villaverde,26,28041.0,Madrid,439633.0,4469089.0
2533,CS15959,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15959,,CS15959,CS15959,,,,,,,,,,,,,Calle de Mercedes Arteaga 18 28019 Madrid,Calle,de Mercedes Arteaga,18,28019.0,Madrid,438755.0,4471705.0
2534,CS1596,Centro Polivalente,,,,,CS1596,,CS1596,,,CS1596,,,,,,,,,,,,,Avda Fuenlabrada 93 28912 Leganés,Avda,Fuenlabrada,93,28912.0,Leganés,435030.0,4464205.0
2535,CS15960,Centro Polivalente,,,,,,,CS15960,,,CS15960,,,,,,,,,,,,,Calle de las Infantas 32 28004 Madrid,Calle,de las Infantas,32,28004.0,Madrid,440743.0,4474634.0
2536,CS15965,Consulta de otros profesionales sanitarios,,,,,,,,,CS15965,,,,,,,,,,,,,,Calle Río Genil 23 28934 Móstoles,Calle,Río Genil,23,28934.0,Móstoles,425862.0,4463309.0
2537,CS15967,Consulta de otros profesionales sanitarios,,,,,,,,,CS15967,,,,,,,,,,,,,,Calle de San Luis 5 28921 Alcorcón,Calle,de San Luis,5,28921.0,Alcorcón,429976.0,4466386.0
2538,CS15968,Otros centros especializados,,,,,,,,,CS15968,,,,,,,,,,CS15968,,,,Calle de Corral de Almaguer 13 28051 Madrid,Calle,de Corral de Almaguer,13,28051.0,Madrid,448452.0,4469260.0
2539,CS15972,Consulta de otros profesionales sanitarios,,,,,,,,,CS15972,,,,,,,,,,,,,,Calle de Hermenegildo Bielsa 1 28026 Madrid,Calle,de Hermenegildo Bielsa,1,28026.0,Madrid,440393.0,4471274.0
2540,CS15973,Consulta de otros profesionales sanitarios,,,,,,,,,CS15973,,,,,,,,,,,,,,Calle Urano 4 28850 Torrejón de Ardoz,Calle,Urano,4,28850.0,Torrejón de Ardoz,459897.0,4476915.0
2541,CS15974,Centro Polivalente,,,,,,,,,CS15974,CS15974,,,,,,,,,,,,,Calle del Pastoreo 26 28600 Navalcarnero,Calle,del Pastoreo,26,28600.0,Navalcarnero,414646.0,4461751.0
2542,CS15975,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15975,,,,,,,,,,,,,,Calle Nueva York 26 28938 Móstoles,Calle,Nueva York,26,28938.0,Móstoles,427266.0,4463164.0
2543,CS15976,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15976,,,,,,,,,,,,,,,,Calle Luis de Medina 12 28805 Alcalá de Henares,Calle,Luis de Medina,12,28805.0,Alcalá de Henares,469744.0,4482228.0
2544,CS15977,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15977,,,,,,,,,,,,,,,,Avda de Pasionistas 10 28806 Alcalá de Henares,Avda,de Pasionistas,10,28806.0,Alcalá de Henares,467262.0,4483779.0
2545,CS15978,Centro Polivalente,CS15978,CS15978,,CS15978,CS15978,CS15978,CS15978,,CS15978,CS15978,,CS15978,,CS15978,,CS15978,CS15978,CS15978,CS15978,,,CS15978,Avda de Alberto Alcocer 7 28036 Madrid,Avda,de Alberto Alcocer,7,28036.0,Madrid,441632.0,4478954.0
2546,CS15983,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15983,,CS15983,CS15983,,,,,,,,,,,,,Calle de Francisco Altimiras 4 28028 Madrid,Calle,de Francisco Altimiras,4,28028.0,Madrid,443712.0,4476151.0
2547,CS15986,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS15986,,,,,,,,,,,,,,Calle de Clara del Rey 36-Local 1 A-B 28002 Madrid,Calle,de Clara del Rey,36-Local 1 A-B,28002.0,Madrid,443305.0,4477203.0
2548,CS15987,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15987,,,,,,,,,,,,,,Calle de Hermosilla 70 28001 Madrid,Calle,de Hermosilla,70,28001.0,Madrid,442418.0,4475261.0
2549,CS15989,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15989,,,,,,,,,,,,,,,,Avda del Montepríncipe 1 28925 Alcorcón,Avda,del Montepríncipe,1,28925.0,Alcorcón,428927.0,4472239.0
2550,CS1599,Otros centros especializados,,,,,,,CS1599,,CS1599,CS1599,,,,,,,,,,,,,Calle de Sepúlveda 13 28108 Alcobendas,Calle,de Sepúlveda,13,28108.0,Alcobendas,444508.0,4486549.0
2551,CS15992,Consulta de otros profesionales sanitarios,,,,,,,,,CS15992,,,,,,,,,,,,,,Calle de Clara del Rey 62 28002 Madrid,Calle,de Clara del Rey,62,28002.0,Madrid,443390.0,4477600.0
2552,CS15996,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15996,,,,,,,,,,,,,,,,Avda de la Ciudad de Barcelona 1 28007 Madrid,Avda,de la Ciudad de Barcelona,1,28007.0,Madrid,441939.0,4473004.0
2553,CS15997,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS15997,,,,,,,,,,,,,,Calle Nueva York 24 28938 Móstoles,Calle,Nueva York,24,28938.0,Móstoles,427252.0,4463172.0
2554,CS15998,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS15998,,CS15998,CS15998,,,,,,,,,,,,,Avda de Andalucía 144 28343 Valdemoro,Avda,de Andalucía,144,28343.0,Valdemoro,442237.0,4450681.0
2555,CS16001,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16001,,,,,,,,,,,,,,Calle de Miguel Ángel Cantero Oliva S/N 28660 Boadilla del Monte,Calle,de Miguel Ángel Cantero Oliva,S/N,28660.0,Boadilla del Monte,424199.0,4473987.0
2556,CS16003,Centro Polivalente,,,,,,,CS16003,,CS16003,,,,,,,,,,,,,,Avda Gustavo Adolfo Bécquer 15 28806 Alcalá de Henares,Avda,Gustavo Adolfo Bécquer,15,28806.0,Alcalá de Henares,468961.0,4484401.0
2557,CS16004,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16004,,CS16004,CS16004,,,,,,,,,,,,,Calle de la Silvina 10 28041 Madrid,Calle,de la Silvina,10,28041.0,Madrid,441270.0,4468651.0
2558,CS16005,Centro de reproducción humana asistida,,,,CS16005,,,CS16005,,,,,,,,,,,,,,,,Calle de Vicente Muzas 13 28043 Madrid,Calle,de Vicente Muzas,13,28043.0,Madrid,443968.0,4478911.0
2559,CS16006,Centro de salud mental,,,,,,CS16006,CS16006,,,CS16006,,,,,,,CS16006,CS16006,,,,,Avda de Alberto Alcocer 5 28036 Madrid,Avda,de Alberto Alcocer,5,28036.0,Madrid,441620.0,4478955.0
2560,CS16010,Consulta de otros profesionales sanitarios,,,,,,,,,CS16010,,,,,,,,,,,,,,Avda de Covibar 8 28523 Rivas-Vaciamadrid,Avda,de Covibar,8,28523.0,Rivas-Vaciamadrid,453294.0,4468448.0
2561,CS16011,Consulta de otros profesionales sanitarios,,,,,,,,,CS16011,,,,,,,,,,,,,,Calle de Escosura 6 28015 Madrid,Calle,de Escosura,6,28015.0,Madrid,440064.0,4476233.0
2562,CS16013,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16013,,,,,,,,,,,,,,Calle de Alonso Heredia 2 28028 Madrid,Calle,de Alonso Heredia,2,28028.0,Madrid,442854.0,4476218.0
2563,CS16014,Consulta de otros profesionales sanitarios,,,,,,,,,CS16014,,,,,,,,,,,,,,Calle de Castelló 115 28006 Madrid,Calle,de Castelló,115,28006.0,Madrid,442263.0,4476434.0
2564,CS16016,Consulta de otros profesionales sanitarios,,,,,,,,,CS16016,,,,,,,,,,,,,,Avda de Viñuelas 29 28760 Tres Cantos,Avda,de Viñuelas,29,28760.0,Tres Cantos,440416.0,4494002.0
2565,CS16017,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS16017,,,,,,Calle de Francisco de Rojas 3 28010 Madrid,Calle,de Francisco de Rojas,3,28010.0,Madrid,440647.0,4475613.0
2566,CS16020,Consulta de otros profesionales sanitarios,,,,,,,,,CS16020,,,,,,,,,,,,,,Calle de Menorca 16 28009 Madrid,Calle,de Menorca,16,28009.0,Madrid,442569.0,4474525.0
2567,CS16024,Consulta de otros profesionales sanitarios,,,,,,,,,CS16024,,,,,,,,,,,,,,Calle Ampurdán 26 28915 Leganés,Calle,Ampurdán,26,28915.0,Leganés,435737.0,4465292.0
2568,CS16025,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS16025,,,,,,,,,,CS16025,,,,Calle Cruz de Guadalajara 6 28805 Alcalá de Henares,Calle,Cruz de Guadalajara,6,28805.0,Alcalá de Henares,469502.0,4481645.0
2569,CS16033,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS16033,,,,,,,,,,,,,,Calle Real 48 28400 Collado Villalba,Calle,Real,48,28400.0,Collado Villalba,415028.0,4498319.0
2570,CS16034,Otros centros especializados,,,,,,,,,,,,,,,,,,CS16034,,,,,Calle de Sagasta 16 28004 Madrid,Calle,de Sagasta,16,28004.0,Madrid,440704.0,4475518.0
2571,CS16035,Consulta de otros profesionales sanitarios,,,,,,,,,CS16035,,,,,,,,,,,,,,Avda de Moratalaz 39 28030 Madrid,Avda,de Moratalaz,39,28030.0,Madrid,444114.0,4473199.0
2572,CS16036,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16036,,,,,,,,,,,,,,Calle de Núñez de Balboa 115 28006 Madrid,Calle,de Núñez de Balboa,115,28006.0,Madrid,442161.0,4476457.0
2573,CS16037,Consulta de otros profesionales sanitarios,,,,,,,,,CS16037,,,,,,,,,,,,,,Avda María Zambrano 4 28903 Getafe,Avda,María Zambrano,4,28903.0,Getafe,438655.0,4464198.0
2574,CS16039,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16039,,,CS16039,,,,,,,,,,,,,Avda de Filipinas 54 28003 Madrid,Avda,de Filipinas,54,28003.0,Madrid,440196.0,4477017.0
2575,CS16044,Consulta de otros profesionales sanitarios,,,,,,,,,CS16044,,,,,,,,,,,,,,Calle de Aquitania 85 28032 Madrid,Calle,de Aquitania,85,28032.0,Madrid,448063.0,4474677.0
2576,CS16048,Centro Polivalente,,,CS16048,,,,CS16048,,,,,,,,,,,,,,,,Calle de la Villa de Marín 7 28029 Madrid,Calle,de la Villa de Marín,7,28029.0,Madrid,440581.0,4480755.0
2577,CS16051,Consulta de otros profesionales sanitarios,,,,,,,CS16051,,,,,,,,,,,,,,,,Calle de Menorca 28 28009 Madrid,Calle,de Menorca,28,28009.0,Madrid,442685.0,4474519.0
2578,CS16053,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16053,CS16053,,,,,,,,,,,,,Calle de Einstein 7 28760 Tres Cantos,Calle,de Einstein,7,28760.0,Tres Cantos,439886.0,4493480.0
2579,CS16054,Consulta de otros profesionales sanitarios,,,,,,,,,CS16054,,,,,,,,,,,,,,Calle de Nazario Calonge 13 28830 San Fernando de Henares,Calle,de Nazario Calonge,13,28830.0,San Fernando de Henares,455391.0,4475298.0
2580,CS16055,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16055,,CS16055,,,,,,,,,,,,,,Avda de Baviera 6 28028 Madrid,Avda,de Baviera,6,28028.0,Madrid,443679.0,4476982.0
2581,CS16058,Consulta de otros profesionales sanitarios,,,,,,,,,CS16058,,,,,,,,,,,,,,Calle Ávila 3 28830 San Fernando de Henares,Calle,Ávila,3,28830.0,San Fernando de Henares,454983.0,4475762.0
2582,CS16062,Consulta médica,,,,,,,,,,CS16062,,,,,,,,,,,,,Calle de Alberto Aguilera 29 28015 Madrid,Calle,de Alberto Aguilera,29,28015.0,Madrid,439511.0,4475743.0
2583,CS16063,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16063,,,,,,,,,,,,,,Calle de Santa Hortensia 15 28002 Madrid,Calle,de Santa Hortensia,15,28002.0,Madrid,443259.0,4477343.0
2584,CS16064,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,CS16064,,,,,,,,,,,,,Avda Camarmilla S/N 28806 Alcalá de Henares,Avda,Camarmilla,S/N,28806.0,Alcalá de Henares,467734.0,4481853.0
2585,CS16066,Consulta de otros profesionales sanitarios,,,,,,,,,CS16066,,,,,,,,,,,,,,Calle Huerta 11 28510 Campo Real,Calle,Huerta,11,28510.0,Campo Real,,
2586,CS16068,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS16068,,,,,,,,,,,,,,,,Calle de Entre Arroyos 3 28030 Madrid,Calle,de Entre Arroyos,3,28030.0,Madrid,444360.0,4473337.0
2587,CS16072,Centro Polivalente,,,,,,,,,,CS16072,,,,,,,,,,,,,Calle del General Pardiñas 9 28001 Madrid,Calle,del General Pardiñas,9,28001.0,Madrid,442416.0,4475096.0
2588,CS16074,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS16074,,,,,,,,,,,,,,Calle de Velázquez 158 28002 Madrid,Calle,de Velázquez,158,28002.0,Madrid,442139.0,4477279.0
2589,CS16075,Consulta de otros profesionales sanitarios,,,,,,,CS16075,,CS16075,,,,,,,,,,,,,,Calle Afrodita 1 28341 Valdemoro,Calle,Afrodita,1,28341.0,Valdemoro,441898.0,4448168.0
2590,CS16078,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,CS16078,,,,,,,,,,,,,Calle del Pelícano 4 28025 Madrid,Calle,del Pelícano,4,28025.0,Madrid,438379.0,4470603.0
2591,CS16079,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS16079,,,,,,,,,,,,,,Calle del Campo de la Estrella 1 28050 Madrid,Calle,del Campo de la Estrella,1,28050.0,Madrid,442980.0,4483870.0
2592,CS16080,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16080,,,,,,,,,,CS16080,,,,Calle Portugal 33 28943 Fuenlabrada,Calle,Portugal,33,28943.0,Fuenlabrada,431148.0,4459479.0
2593,CS16081,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,CS16081,,,,,,Calle de San Marcial 1 28931 Móstoles,Calle,de San Marcial,1,28931.0,Móstoles,426798.0,4464267.0
2594,CS16082,Consulta de otros profesionales sanitarios,,,,,,,,,CS16082,,,,,,,,,,,,,,Calle del Doctor Blanco Soler 11 28044 Madrid,Calle,del Doctor Blanco Soler,11,28044.0,Madrid,434873.0,4470559.0
2595,CS16084,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS16084,,,,,,,CS16084,CS16084,,,,,Calle de la Explanada 12 28040 Madrid,Calle,de la Explanada,12,28040.0,Madrid,439643.0,4477741.0
2596,CS16085,Consulta de otros profesionales sanitarios,,,,,,,,,CS16085,,,,,,,,,,,,,,Plaza de Biarritz 2 28938 Móstoles,Plaza,de Biarritz,2,28938.0,Móstoles,426891.0,4463414.0
2597,CS16088,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16088,,,CS16088,,,,,,,CS16088,CS16088,,,,,Calle de las Umbrías 28 28791 Soto del Real,Calle,de las Umbrías,28,28791.0,Soto del Real,434325.0,4511125.0
2598,CS16090,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS16090,,,,,,,,,,,,,Paseo de la Habana 144 28036 Madrid,Paseo,de la Habana,144,28036.0,Madrid,442246.0,4478820.0
2599,CS16092,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS16092,,,,,,,,,,,,,,Calle de Casatejada 2 28044 Madrid,Calle,de Casatejada,2,28044.0,Madrid,435326.0,4468785.0
2600,CS16095,Consulta de otros profesionales sanitarios,,,,,,,,,CS16095,,,,,,,,,,,,,,Calle del Casco Antiguo 12 28032 Madrid,Calle,del Casco Antiguo,12,28032.0,Madrid,448491.0,4472631.0
2601,CS16096,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16096,,CS16096,,,,,,,,,,,,,,Calle de la Madre de Dios 40 28016 Madrid,Calle,de la Madre de Dios,40,28016.0,Madrid,442976.0,4479557.0
2602,CS16100,Consulta de otros profesionales sanitarios,,,,,,,CS16100,,CS16100,,,,,,,,,,,,,,Calle del Monte Amor 2 28660 Boadilla del Monte,Calle,del Monte Amor,2,28660.0,Boadilla del Monte,423714.0,4474056.0
2603,CS16103,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS16103,,CS16103,CS16103,,,,,,,,,,,,,Calle de Joaquín Dicenta 27 28029 Madrid,Calle,de Joaquín Dicenta,27,28029.0,Madrid,441137.0,4480412.0
