Column,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
580,CS10847,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle Carretera de Madrid 18 28370 Chinchón,Calle,Carretera de Madrid,18,28370,Chinchón,464584,"4443358"
581,CS10849,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Paseo de la Habana 17 28036 Madrid,Paseo,de la Habana,17,28036,Madrid,441668,"4477952"
582,CS10851,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Camino de Valladolid 14 28250 Torrelodones,Calle,Camino de Valladolid,14,28250,Torrelodones,421427,"4492016"
585,CS10857,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Mediterráneo 7 28007 Madrid,Avda,del Mediterráneo,7,28007,Madrid,442569,"4473213"
587,CS10862,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de José Ortega y Gasset 60 28006 Madrid,Calle,de José Ortega y Gasset,60,28006,Madrid,442672,"4475675"
588,CS10864,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de San Roque 15 28701 San Sebastián de los Reyes,Calle,de San Roque,15,28701,San Sebastián de los Reyes,446973,"4488754"
589,CS10867,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Puerto Serrano 1 28045 Madrid,Calle,de Puerto Serrano,1,28045,Madrid,441631,"4470774"
590,CS10869,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Marqués de Corbera 58 28017 Madrid,Avda,del Marqués de Corbera,58,28017,Madrid,444824,"4475291"
591,CS10871,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Seis de Diciembre 24 28023 Madrid,Calle,del Seis de Diciembre,24,28023,Madrid,434441,"4477983"
593,CS10873,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Maches Gómez 2 28821 Coslada,Calle,de Maches Gómez,2,28821,Coslada,452172,"4475411"
594,CS10875,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Félix Sanz 17 28750 San Agustín del Guadalix,Calle,de Félix Sanz,17,28750,San Agustín del Guadalix,448006,"4503348"
595,CS10879,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Tucán 7 28025 Madrid,Calle,del Tucán,7,28025,Madrid,437292,"4471323"
596,CS10882,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,medicinageneral,,neurologia,nutricionydietectica,,,,psicologiaclinica,,,,,Calle de Joaquín María López 66 28015 Madrid,Calle,de Joaquín María López,66,28015,Madrid,439208,"4476609"
597,CS10888,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Luisa Fernanda 6 28008 Madrid,Calle,de Luisa Fernanda,6,28008,Madrid,439378,"4475326"
598,CS10890,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda del Santuario de Valverde 3 28049 Madrid,Avda,del Santuario de Valverde,3,28049,Madrid,439915,"4483975"
599,CS10891,Centro Polivalente,,,,,,,enfermeria,,,,,,,,,,psicologiaclinica,psiquiatria,,,,Ctra de la Dehesa de la Villa 1 28040 Madrid,Ctra,de la Dehesa de la Villa,1,28040,Madrid,438894,"4478866"
601,CS10900,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Rosario Pino 8 28020 Madrid,Calle,de Rosario Pino,8,28020,Madrid,441380,"4479294"
602,CS10902,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Arturo Soria 337 28033 Madrid,Calle,de Arturo Soria,337,28033,Madrid,443605,"4481500"
603,CS10906,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle Soberanía 16 28260 Galapagar,Calle,Soberanía,16,28260,Galapagar,415057,"4492131"
604,CS10909,Centro Polivalente,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Carretera 6 28939 Arroyomolinos,Calle,Carretera,6,28939,Arroyomolinos,421613,"4458095"
605,CS10911,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,psicologiaclinica,,,,vacunacion,Avda de las Víctimas del Terrorismo 3 28260 Galapagar,Avda,de las Víctimas del Terrorismo,3,28260,Galapagar,415616,"4493125"
606,CS10912,Centro Polivalente,,cardiologia,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,psiquiatria,,,,Calle de Félix Sanz 17 28750 San Agustín del Guadalix,Calle,de Félix Sanz,17,28750,San Agustín del Guadalix,448006,"4503348"
608,CS10916,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Circunvalación 72 28850 Torrejón de Ardoz,Calle,Circunvalación,72,28850,Torrejón de Ardoz,461354,"4478537"
609,CS10917,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Barco 2 28901 Getafe,Calle,del Barco,2,28901,Getafe,437936,"4461847"
610,CS10925,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de América 6 28028 Madrid,Avda,de América,6,28028,Madrid,442637,"4476563"
611,CS10928,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Cambroneras 11 28991 Torrejón de la Calzada,Calle,Cambroneras,11,28991,Torrejón de la Calzada,432048,"4450225"
612,CS10929,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Guadalajara 8 28982 Parla,Calle,Guadalajara,8,28982,Parla,434744,"4454848"
613,CS10936,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Río Duero 8 28923 Alcorcón,Calle,del Río Duero,8,28923,Alcorcón,430784,"4466195"
614,CS10937,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Viñagrande 29 28925 Alcorcón,Avda,de Viñagrande,29,28925,Alcorcón,431742,"4466837"
615,CS10938,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de las Provincias 36 28941 Fuenlabrada,Avda,de las Provincias,36,28941,Fuenlabrada,432233,"4460879"
616,CS10939,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Camilo José Cela 5 28028 Madrid,Avda,de Camilo José Cela,5,28028,Madrid,443390,"4476335"
617,CS1094,Consulta médica,,,,,,,enfermeria,,,,,,,,,,,,,,,Avda de la Constitución 13 28931 Móstoles,Avda,de la Constitución,13,28931,Móstoles,426625,"4464051"
618,CS10947,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de los Carabancheles 7 28921 Alcorcón,Avda,de los Carabancheles,7,28921,Alcorcón,429762,"4467005"
620,CS10951,Centro de reproducción humana asistida,,,,cirugiamenorambulatoria,,,,,,,,,,,,,,,,,,Paseo de San Francisco de Sales 12 28003 Madrid,Paseo,de San Francisco de Sales,12,28003,Madrid,439309,"4476873"
621,CS10953,Centro Polivalente,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de la Albufera 101 28038 Madrid,Avda,de la Albufera,101,28038,Madrid,443920,"4471705"
622,CS10963,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Alameda 2 28130 Valdeolmos-Alalpardo,Calle,Alameda,2,28130,Valdeolmos-Alalpardo,459866,"4497659"
624,CS10977,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Margarita 15 28912 Leganés,Calle,Margarita,15,28912,Leganés,435416,"4464373"
625,CS10978,Centro Polivalente,,,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,,,,otorrinolaringologia,pediatria,,,rehabilitacion,,,Calle Océano Atlántico 6 28821 Coslada,Calle,Océano Atlántico,6,28821,Coslada,451568,"4474396"
626,CS10984,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Foso 152 28300 Aranjuez,Calle,del Foso,152,28300,Aranjuez,448888,"4430909"
627,CS10986,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Calle del Rey 8 28300 Aranjuez,Calle,del Rey,8,28300,Aranjuez,448808,"4431973"
628,CS10992,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de los Hermanos García Noblejas 1 28037 Madrid,Calle,de los Hermanos García Noblejas,1,28037,Madrid,445927,"4476534"
629,CS10993,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Alfonso XII 8 28014 Madrid,Calle,de Alfonso XII,8,28014,Madrid,441541,"4474433"
630,CS10994,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Rocafort 121 28021 Madrid,Calle,de Rocafort,121,28021,Madrid,441715,"4466010"
632,CS10997,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Orense 36 28020 Madrid,Calle,de Orense,36,28020,Madrid,441105,"4478473"
633,CS10998,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Avda de Velázquez 12 28521 Rivas-Vaciamadrid,Avda,de Velázquez,12,28521,Rivas-Vaciamadrid,455564,"4465731"
634,CS11000,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Poeta José Hierro 1 28320 Pinto,Calle,del Poeta José Hierro,1,28320,Pinto,441117,"4454563"
635,CS11002,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Carabelos 25 28041 Madrid,Calle,de Carabelos,25,28041,Madrid,441283,"4469639"
636,CS11005,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Sangenjo 18 28034 Madrid,Calle,de Sangenjo,18,28034,Madrid,440685,"4481847"
637,CS11009,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de Seseña 44 28024 Madrid,Calle,de Seseña,44,28024,Madrid,435000,"4472060"
638,CS11010,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Capitán Gómez Pinto 9 28770 Colmenar Viejo,Calle,del Capitán Gómez Pinto,9,28770,Colmenar Viejo,435140,"4501161"
639,CS11018,Consulta médica,,,,,,,,,,,,,,,,,,psiquiatria,,,,Calle de Corazón de María 2 28002 Madrid,Calle,de Corazón de María,2,28002,Madrid,443006,"4476802"
640,CS11019,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Mediterráneo 9 28007 Madrid,Avda,del Mediterráneo,9,28007,Madrid,442591,"4473211"
642,CS11025,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Arturo Soria 164 28043 Madrid,Calle,de Arturo Soria,164,28043,Madrid,444450,"4478446"
644,CS11037,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Pablo Iglesias 4 28003 Madrid,Avda,de Pablo Iglesias,4,28003,Madrid,440191,"4477187"
646,CS11045,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Gta del Marqués de Vadillo 6 28019 Madrid,Gta,del Marqués de Vadillo,6,28019,Madrid,439185,"4472134"
647,CS11047,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda de Betanzos 53 28029 Madrid,Avda,de Betanzos,53,28029,Madrid,439603,"4481046"
648,CS11049,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,,psiquiatria,,,,Calle Salvador Dalí 15 28222 Majadahonda,Calle,Salvador Dalí,15,28222,Majadahonda,427278,"4478222"
649,CS11050,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Rafael Calvo 42 28010 Madrid,Calle,de Rafael Calvo,42,28010,Madrid,441439,"4476157"
650,CS11054,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Sect Músicos 28 28760 Tres Cantos,Sect,Músicos,28,28760,Tres Cantos,439318,"4495309"
651,CS11057,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de la Independencia 5 28931 Móstoles,Calle,de la Independencia,5,28931,Móstoles,426722,"4463944"
652,CS11058,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Avda de Madrid 59 28607 Álamo, El",Avda,de Madrid,59,28607,"Álamo, El",416036,"4453945"
653,CS11059,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de García Luna 25 28002 Madrid,Calle,de García Luna,25,28002,Madrid,442868,"4477539"
654,CS11061,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Rodríguez San Pedro 32 28015 Madrid,Calle,de Rodríguez San Pedro,32,28015,Madrid,439688,"4475929"
655,CS11068,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Abtao 9 28007 Madrid,Calle,de Abtao,9,28007,Madrid,442608,"4472840"
656,CS11071,Centro Polivalente,,cardiologia,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de Montesa 18 28006 Madrid,Calle,de Montesa,18,28006,Madrid,442982,"4475492"
657,CS11078,Consulta médica,,,,,,,,,,,,,,,,pediatria,,,,,,Avda de América 37 28002 Madrid,Avda,de América,37,28002,Madrid,443030,"4476782"
658,CS1108,Centro Polivalente,,cardiologia,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Plaza del Doctor Laguna 8 28009 Madrid,Plaza,del Doctor Laguna,8,28009,Madrid,443038,"4474104"
659,CS11082,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Alcolea 5 28029 Madrid,Calle,de Alcolea,5,28029,Madrid,441458,"4480459"
660,CS11091,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Vía Complutense 44 28805 Alcalá de Henares,Calle,Vía Complutense,44,28805,Alcalá de Henares,469511,"4481848"
661,CS11096,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Moralzarzal 92 28034 Madrid,Calle,de Moralzarzal,92,28034,Madrid,439553,"4482880"
662,CS11104,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ríos Rosas 54.0 28003 Madrid,Calle,de Ríos Rosas,54,28003,Madrid,441008,"4476998"
663,CS11107,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Cantábrico 125 28939 Arroyomolinos,Avda,del Cantábrico,125,28939,Arroyomolinos,422123,"4460415"
664,CS11110,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle ARDEMANS 40 28028 Madrid,Calle,ARDEMANS,40,28028,Madrid,442931,"4476259"
665,CS11116,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,pediatria,,,,,,Avda de Alfonso XIII 139 28016 Madrid,Avda,de Alfonso XIII,139,28016,Madrid,442806,"4479041"
667,CS11119,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ríos Rosas 7 28003 Madrid,Calle,de Ríos Rosas,7,28003,Madrid,440379,"4477081"
668,CS11121,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Cartagena 70 28028 Madrid,Calle,de Cartagena,70,28028,Madrid,443048,"4476545"
669,CS11122,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Paseo de la Habana 190 28036 Madrid,Paseo,de la Habana,190,28036,Madrid,442316,"4479198"
670,CS11126,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Calle la Tercia 3 28140 Fuente el Saz de Jarama,Calle,la Tercia,3,28140,Fuente el Saz de Jarama,456547,"4498561"
671,CS11132,Consultorio de atención primaria,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Avda de España 104 28970 Humanes de Madrid,Avda,de España,104,28970,Humanes de Madrid,430167,"4456269"
672,CS11137,Centro de reproducción humana asistida,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Velázquez 19 28001 Madrid,Calle,de Velázquez,19,28001,Madrid,441928,"4474965"
673,CS1114,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,,psicologiaclinica,psiquiatria,rehabilitacion,,,Calle del Marqués de la Valdavia 43 28100 Alcobendas,Calle,del Marqués de la Valdavia,43,28100,Alcobendas,445845,"4488206"
674,CS11146,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Italia 30 28600 Navalcarnero,Calle,Italia,30,28600,Navalcarnero,414024,"4460325"
675,CS11149,Centro Polivalente,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,rehabilitacion,,,Plaza del Conde del Valle de Súchil 3 28015 Madrid,Plaza,del Conde del Valle de Súchil,3,28015,Madrid,439965,"4475786"
676,CS11152,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda Universidad 35 28911 Leganés,Avda,Universidad,35,28911,Leganés,434735,"4464797"
677,CS11153,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Bulev de José Prat 11 28032 Madrid,Bulev,de José Prat,11,28032,Madrid,447091,"4472147"
678,CS11154,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Colombia 30 28016 Madrid,Calle,de Colombia,30,28016,Madrid,442958,"4478673"
679,CS11158,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle Puerto de los Leones 2 28220 Majadahonda,Calle,Puerto de los Leones,2,28220,Majadahonda,425811,"4480862"
680,CS11162,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Daroca 23 28017 Madrid,Avda,de Daroca,23,28017,Madrid,444457,"4475660"
681,CS11164,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Atenas 2 28224 Pozuelo de Alarcón,Calle,Atenas,2,28224,Pozuelo de Alarcón,432231,"4476257"
682,CS11167,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,psicologiaclinica,psiquiatria,rehabilitacion,,,Calle Pico Martillo 22 28411 Moralzarzal,Calle,Pico Martillo,22,28411,Moralzarzal,417957,"4504108"
683,CS11171,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Don Pelayo 4 28933 Móstoles,Calle,de Don Pelayo,4,28933,Móstoles,426561,"4464472"
684,CS11173,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Cardoso 2 28850 Torrejón de Ardoz,Calle,Cardoso,2,28850,Torrejón de Ardoz,459401,"4478845"
685,CS11174,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Alpujarras 36 28915 Leganés,Calle,Alpujarras,36,28915,Leganés,436323,"4464616"
686,CS11175,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Manuel Merino 20 28804 Alcalá de Henares,Calle,Manuel Merino,20,28804,Alcalá de Henares,469710,"4481460"
687,CS11181,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de la Albufera 31 28038 Madrid,Avda,de la Albufera,31,28038,Madrid,443445,"4472037"
688,CS11189,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,otorrinolaringologia,,,,,,,Paseo de María Lejárraga 5 28905 Getafe,Paseo,de María Lejárraga,5,28905,Getafe,436036,"4461232"
689,CS11192,Consulta de otros profesionales sanitarios,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle de Ferrer del Río 36 28028 Madrid,Calle,de Ferrer del Río,36,28028,Madrid,443137,"4476329"
690,CS11194,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del General Yagüe 4 28020 Madrid,Calle,del General Yagüe,4,28020,Madrid,441394,"4478642"
691,CS11201,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ibiza 12 28009 Madrid,Calle,de Ibiza,12,28009,Madrid,442562,"4474389"
692,CS11204,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Maestro Guerrero 4 28015 Madrid,Calle,del Maestro Guerrero,4,28015,Madrid,439736,"4475080"
693,CS11210,Otros centros especializados,,,,,,,,,,,,,,,,,,psiquiatria,,,,Calle de O'Donnell 32 28009 Madrid,Calle,de O'Donnell,32,28009,Madrid,442744,"4474740"
694,CS11211,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de los Monasterios de Suso y Yuso 14 28049 Madrid,Calle,de los Monasterios de Suso y Yuso,14,28049,Madrid,440322,"4483732"
699,CS11229,Consulta médica,,,,cirugiamenorambulatoria,,,,,,,,,,,,,,,,,,Calle de Alcalá 207 28028 Madrid,Calle,de Alcalá,207,28028,Madrid,443442,"4475616"
700,CS11232,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de San Aquilino 8 28029 Madrid,Calle,de San Aquilino,8,28029,Madrid,441525,"4480021"
701,CS11233,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,,psiquiatria,,,,Calle de Caracas 6 28010 Madrid,Calle,de Caracas,6,28010,Madrid,441072,"4475785"
702,CS11234,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Camino de los Vinateros 103 28030 Madrid,Calle,del Camino de los Vinateros,103,28030,Madrid,445018,"4473379"
703,CS11242,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Doctor Barraquer 23 28342 Valdemoro,Calle,Doctor Barraquer,23,28342,Valdemoro,442433,"4449374"
704,CS11247,Consulta de otros profesionales sanitarios,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle Federico García Lorca 7 28810 Villalbilla,Calle,Federico García Lorca,7,28810,Villalbilla,468706,"4476917"
705,CS11253,Otros proveedores de asistencia sanitaria sin internamiento,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,,,,otorrinolaringologia,,,,,,,Calle de Serrano 129 28006 Madrid,Calle,de Serrano,129,28006,Madrid,441810,"4477076"
707,CS11265,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Francisco Gervas 12 28020 Madrid,Calle,de Francisco Gervas,12,28020,Madrid,441225,"4479159"
708,CS11268,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de María de Guzmán 8 28003 Madrid,Calle,de María de Guzmán,8,28003,Madrid,440353,"4477304"
709,CS11269,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Paseo de San Francisco de Sales 31 28003 Madrid,Paseo,de San Francisco de Sales,31,28003,Madrid,439470,"4477073"
